Date,날짜,출근 후 오늘 목표,예상 결과물,퇴근 전 오늘 결과물," 내일/다음주 월요일 할 것"
"May 9, 2023 11:11 AM",20230509,"- 인바운드 대응
- 슬랙 체크
- 메일 체크
- 뉴스레터 체크
- 설문조사 준비
- 이미지 보충
- 경쟁사 리서치
- 크몽 기획
- 서울시 실증 지원사업 자유 공모형
- 인바운드 대응
- 인바운드 대응
- 이번주 보고서
- 저번주 보고서
- 저저번주 보고서","- 설문 견적 확인
- 인바운드 대응
- 콜드콜
- 이미지 보충
- 지금 설문조사 준비가 의미가 있을까?
","- 설문 견적 문의
- 인바운드 대응
- 콜드콜 완료
- 이미지 보충
- 네이버 AI painter가 부족한 이유 문서로 정리 + 스샷","- Quickwork 파트너십 내용 확인
- 슬랙 체크
- 메일 체크
- 뉴스레터 체크
- 크몽 기획
- 경쟁사 리서치
- 서울시 실증 지원사업 자유 공모형
- 이번주 보고서
- 저번주 보고서
- 저저번주 보고서"
"May 8, 2023 11:30 AM",20230508,"- slack 체크
- 메일 체크
- 뉴스레터 체크
- 크몽 기획
- 서울시 실증 지원사업 자유 공모형
- 인바운드 대응
- 인바운드 대응
- 이번주 보고서
- 저번주 보고서
- 저저번주 보고서","- slack 체크
- 메일 체크
- 뉴스레터 체크
- 가격 전략 수립
- 이미지 보충
- 크몽 기획
- 서울시 실증 지원사업 자유 공모형
- 인바운드 대응
- 인바운드 대응
- 이번주 보고서
- 저번주 보고서
- 저저번주 보고서","- 슬랙 체크
- 인바운드 대응
- 가격 전략 수립","- 설문조사 준비
- 이미지 보충
- 크몽 기획
- 서울시 실증 지원사업 자유 공모형
- 인바운드 대응
- 인바운드 대응
- 이번주 보고서
- 저번주 보고서
- 저저번주 보고서"
"May 2, 2023 11:04 AM",20230502,"- 메일 체크
- 뉴스레터 체크
- MOU 현황 sync
- 콜드메일 내용
- 인바운드 대응
- 경쟁사 리서치
- 이번주 보고서
- 저번주 보고서","- 메일 체크
- 뉴스레터 체크
- MOU 현황 sync
- 콜드메일 내용
- 경쟁사 리서치
","- MOU 현황 sync
- 메일 체크
- 뉴스레터 체크
- 콜드메일 내용 만들기","- 인바운드 대응
- 이번주 보고서
- 저번주 보고서
- 경쟁사 리서치"
"April 28, 2023 10:59 AM",20230428,"- 협업업체 현황 체크
- 콜드메일 준비
- 인바운드 대응
- 이번주 보고서
- 저번주 보고서","- 협업업체 현황 체크
- 인바운드 대응
- 이번주 보고서
- 저번주 보고서","- 협업 업체 현황 정리
- 콜드메일 준비
— 레이블 리스트 추가
— 컨텐츠 전달 솔루션 탐색
","- 인바운드 대응
- 이번주 보고서
- 저번주 보고서"
"April 27, 2023 11:16 AM",20230427,"- 웹소설 수요 업체 리스트업
- 협업 업체들 현황 정리
- 인바운드 대응
- 경쟁자 리서치
- PR 문구 만들기
- 저번주 보고서","- 웹소설 수요 업체 리스트업
- 협업 업체들 현황 정리
- 인바운드 대응
- 경쟁자 리서치
- PR 문구 만들기
- 저번주 보고서","- 웹소설 수요 업체 리스트업
- 협업 업체들 현황 정리
- 인바운드 대응
- 경쟁자 리서치","- PR 문구 만들기
- 저번주 보고서"
"April 26, 2023 10:38 AM",20230426,"- 메일 체크
- 뉴스레터 체크
- 이미지 리스트업
- 저번주 보고서
- 가격대 레퍼런스","- 메일 체크
- 뉴스레터 체크
- 이미지 리스트업
- 가격대 레퍼런스
- 기능별 시장가
- 웹소설 수요 업체 리스트업
- 저번주 보고서","- 메일 체크 / 상황 sync
- 뉴스레터 체크
- 이미지 리스트업
- 가격대 레퍼런스
- 기능별 시장가
- 웹소설 수요 업체 리스트업","- 웹소설 수요 업체 리스트업
- 저번주 보고서"
"April 25, 2023 2:00 PM",20230425,"- 승환님과 미팅
- 경쟁자 리서치
- 이미지 리스트업
- 가격 할인 방정식 만들기
- 저번주 보고서","- 승환님과 미팅
- 경쟁자 리서치
- 이미지 리스트업
- 가격 할인 방정식 만들기
- 국가 보훈처 대응
- 저번주 보고서","- 승환님과 미팅 정리
- 승제님과 미팅 정리
- CJ E&M 대응
- 경쟁자 리서치
- 가격 할인 방정식 만들기","- 이미지 리스트업
- 국가 보훈처 대응
- 저번주 보고서"
"April 24, 2023 11:45 AM",20230424,"- 메일보고 전달하기
- 가격 정리 
- 저번주 KPT  + 저번주/저저번주 주간보고서","- 메일보고 전달하기
https://www.notion.so/23bac8dba8834e89bf0c689e77a207f6?pvs=21
- 저번주 KPT  + 저번주/저저번주 주간보고서
https://www.notion.so/23bac8dba8834e89bf0c689e77a207f6?pvs=21","- 아침에 4/17~4/21 출퇴근 자료 다운받아서 은선님께 전달해드리기
- 저저번주 주간보고서
- MOU 형태 및 목적 파악
- 스토리작 MOU/NDA 작성하여 전달
https://www.notion.so/23bac8dba8834e89bf0c689e77a207f6?pvs=21
https://www.notion.so/23bac8dba8834e89bf0c689e77a207f6?pvs=21",- 저번주 KPT  + 저번주 보고서
"April 21, 2023 11:32 AM",20230421,"- 장표 수정 및 최적화
- 가격 정보 정리
- 저번주 주간보고서
- 대교 오픈 이노베이션 준비","- 최적화된 장표
- 정리된 가격 정보
- 대교 오픈 이노베이션 준비
- 저번주 주간보고서
- 우리의 아이템(제안) 모두 정리하기",- 최적화된 장표,"- 아침에 4/17~4/21 출퇴근 자료 다운받아서 은선님께 전달해드리기
- KPR 기업 조사 보고서
- KPR 제공 가능한 아이디어
- 장표 미리미리 만들기"
"April 20, 2023 11:36 AM",20230420,"- 대교 미팅 준비
- 대교 오픈 이노베이션 준비
- 조선일보 인바운드 대응
- 가격 정보 정리
- 대교 미팅 정리","- 대교 미팅 준비
- 대교 오픈 이노베이션 준비
- 조선일보 인바운드 대응
- 가격 정보 정리
- 캔바에서 미리 캔버스로 옮기고도 편집이 가능할끼","- 현 MOU 진행 상황 파악
- MOU 체결의 전제조건 파악
- 조선일보 인바운드 대응
- 대교 오픈 이노베이션 준비
- 대교 미팅","- 가격 정보 정리
- 캔바에서 미리 캔버스로 옮기고도 편집이 가능할끼
- KPR 기업 조사 보고서
- KPR 제공 가능한 아이디어
- 장표 미리미리 만들기
- 저번주 주간보고서
- 대교 오픈 이노베이션 준비"
"April 19, 2023 4:27 PM",20230419,"- LG 전자 제출할 장표 만들기
- BIMM 미팅 준비
- 인바운드 대응
- 넷마블 인터뷰 정리 확인","- LG 전자 제출할 장표 만들기
- BIMM 미팅 준비
- 인바운드 대응
- 넷마블 인터뷰 정리 확인","- 스토리작 장표 보완
- BIMM 미팅 준비
- 인바운드 대응
- LG 유플러스 회사 소개서
- LG 전자 제출할 장표 만들기","- 대교 오픈 이노베이션 준비
- KPR 기업 조사 보고서
- KPR 제공 가능한 아이디어
- 장표 미리미리 만들기
- 조선일보 인바운드 대응"
"April 18, 2023 4:39 PM",20230418,"- 저작권 전략
- 인바운드 대응
- 스토리작 이익 수치화
- 스토리작 경쟁사 분석
- BIMM 미팅 준비
- 넷마블 인터뷰 준비
- LG 전자 제출할 장표 만들기","- 저작권 전략
- 인바운드 대응
- 스토리작 이익 수치화
- 스토리작 경쟁사 분석
- BIMM 미팅 준비
- 넷마블 인터뷰 준비
- LG 전자 제출할 장표 만들기","- 저작권 전략
- 인바운드 대응
- 스토리작 이익 수치화
- 넷마블 인터뷰","- LG 전자 제출할 장표 만들기
- BIMM 미팅 준비
- KPR 기업 조사 보고서
- KPR 제공 가능한 아이디어
- 장표 미리미리 만들기
"
"April 17, 2023 11:18 AM",20230417,"- 삼성생명 협업 과정 체크
- LG 전자 협업 포인트
- 저작권 대응 전략 마련
- 인바운드 대응
- 장표 미리미리 만들기","- 삼성생명 협업 과정 정리
- LG 전자 협업 포인트
- 저작권 대응 전략 마련
","- 삼성생명 협업 과정 정리
- LG 전자 대응
- 스토리작 장표 draft 준비하기
- 저작권 대응 전략 마련","- KPR 기업 조사 보고서
- KPR 제공 가능한 아이디어
- LG 전자 제출할 장표 만들기
- 인바운드 대응
- 장표 미리미리 만들기"
"April 14, 2023 10:46 AM",20230414,"- 주간 보고서 저번주
- 메일 대량 발송 12번부터
- 인바운드 대응
- LG 전자 협업 포인트","- 주간 보고서 저번주
- 메일 대량 발송 12번부터
- 인바운드 대응
- LG 전자 협업 포인트","- 주간 보고서 저번주
- 메일 대량 발송 12번부터
- 인바운드 대응
- KPT","- 저작권 대응 전략 마련
- KPR 기업 조사 보고서
- KPR 제공 가능한 아이디어
- LG 전자 협업 포인트"
"April 13, 2023 10:52 AM",20230413,"- 인바운드 대응
- KPR 기업 조사
- KPR 제공 가능한 아이디어
- 저작권 대응 전략 마련
- 메일 대량 발송","- 인바운드 대응
- 저작권 대응 전략 마련
- 메일 대량 발송 12번부터
- KPR 기업 조사 보고서
- KPR 제공 가능한 아이디어","- 콜드메일용 제안서 수정
- KPR 장표에 네이버 장표 대입
- 미팅 정리
- 인바운드 대응","- 주간 보고서 저번주
- 저작권 대응 전략 마련
- 메일 대량 발송 12번부터
- KPR 기업 조사 보고서
- KPR 제공 가능한 아이디어"
"April 12, 2023 11:05 AM",20230412,"- 인바운드 대응
- 네이버 장표 마저
- 광고 대상 콜드메일 위한 제안서 마저 작성 광고•마케팅을 위한 생성 AI 제안서 (https://www.notion.so/AI-ba2673ef86cd4639b4411e502444b2a5?pvs=21) 
- KPR 기업 조사
- KPR 제공 가능한 아이디어","- 인바운드 대응
- 네이버 장표 마저
- 광고 대상 콜드메일 위한 제안서 마저 작성 광고•마케팅을 위한 생성 AI 제안서 (https://www.notion.so/AI-ba2673ef86cd4639b4411e502444b2a5?pvs=21) 
- KPR 기업 조사
- KPR 제공 가능한 아이디어","- 인바운드 대응
- 네이버 장표 마저
- 인바운드 추가 협업 포인트 장표 편집 및  전달
- 광고 대상 콜드메일 위한 제안서 마저 작성 광고•마케팅을 위한 생성 AI 제안서 (https://www.notion.so/AI-ba2673ef86cd4639b4411e502444b2a5?pvs=21) 
","- KPR 기업 조사
- KPR 제공 가능한 아이디어
- 주간 보고서 저번주"
"April 11, 2023 1:39 PM",20230411,"- 오늘 미팅 정리
- 광고 대상 제안서
- 3D 모델러 기업 대상 인터뷰 대상 리스트
- 인바운드 대응","- 오늘 미팅 정리본
- 광고 대상 제안서
- 인바운드 대응 정리
- 3D 모델러 기업 대상 인터뷰 대상 리스트","- 인바운드 대응 정리 (인바운드 없음)
- 오늘 미팅 정리본
- 광고 대상 제안서
- 3D 모델러 기업 대상 인터뷰 대상자 확보","- 광고 대상 콜드메일 위한 제안서 마저 작성 광고•마케팅을 위한 생성 AI 제안서 (https://www.notion.so/AI-ba2673ef86cd4639b4411e502444b2a5?pvs=21) "
"April 10, 2023 10:25 AM",20230410,"- 인터뷰 요구가 많아짐에 따라 통일된 인터뷰 목적/방향성 합의하기
- 네이버 장표 틀잡기
- 3D 모델러 기업 대상 배경지식 보충
- 3D 모델러 기업 대상 인터뷰 대상 리스트
- 3D 모델러 기업 대상 인터뷰 대본 보충
- 인바운드 대응
- 레포트 읽기/요약하기","- 인터뷰 요구가 많아짐에 따라 통일된 인터뷰 목적/방향성 합의
- 네이버 장표 틀
- 3D 모델러 기업 대상 배경지식 보충
- 3D 모델러 기업 대상 인터뷰 대상 리스트
- 3D 모델러 기업 대상 인터뷰 대본 보충
- 인바운드 대응 결과
- 레포트 요약하기 ~pg46","- 인바운드 대응 결과 정리
- 장표에 콘티 생성 추가
- 인터뷰 요구가 많아짐에 따라 통일된 인터뷰 목적/방향성 합의
- 3D 모델러 기업 대상 배경지식 보충
- 네이버 장표 틀","- 3D 모델러 기업 대상 인터뷰 대상 리스트
"
"April 7, 2023 10:42 AM",20230407,"- 인터뷰 요구가 많아짐에 따라 통일된 인터뷰 목적/방향성 합의하기
- 3D 모델러 기업 대상 인터뷰 대상 리스트
- 레포트 읽기 요약하기","- 인터뷰 요구가 많아짐에 따라 통일된 인터뷰 목적/방향성 합의하기
- 3D 모델러 기업 대상 인터뷰 대상 리스트
- 시연 사진 이미지 정리하기
- 레포트 읽기 요약하기","- 자료 이미지 정리하기
- 네이버 솔루션 마켓 관련 노션 자료 탐색
- 올핸즈 recap
- KPT","- 인터뷰 요구가 많아짐에 따라 통일된 인터뷰 목적/방향성 합의하기
- 3D 모델러 기업 대상 인터뷰 대상 리스트
- 3D 모델러 기업 대상 배경지식 보충
- 3D 모델러 기업 대상 인터뷰 대본 보충"
"April 6, 2023 10:36 AM",20230406,"- 스토리작 전용 장표 
- 레포트 읽으면서 요약","- 스토리작 전용 장표 
- 레포트 읽으면서 요약","- 스토리작 전용 장표 
- 레포트 읽으면서 요약",
"April 5, 2023 10:24 AM",20230405,"- AI를 활용한 '웹툰 및 웹소설 표지' 제작 솔루션 개발 검토 스프레드시트 웹소설 시트 보완
- 인바운드 대응
- 광고 CD 배경지식 정리본
- 광고 CD 인터뷰 대상 리스트
- 광고 CD 인터뷰 대본","- AI를 활용한 '웹툰 및 웹소설 표지' 제작 솔루션 개발 검토 스프레드시트 웹소설 시트 보완
- 인바운드 대응 일지
- 광고 CD 배경지식 정리본
- 광고 CD 인터뷰 대상 리스트
- 광고 CD 인터뷰 대본","- AI를 활용한 '웹툰 및 웹소설 표지' 제작 솔루션 개발 검토 스프레드시트 웹소설 시트 보완
- 인바운드 대응 완료",
"April 4, 2023 10:12 AM",20230404,"- 크래프톤 장표
- 강의 요약
- AI를 활용한 '웹툰 및 웹소설 표지' 제작 솔루션 개발 검토 스프레드시트 웹소설 시트 보완 
- 광고 CD 배경지식 정리
- 광고 CD 인터뷰 대상 리스트
- 광고 CD 인터뷰 대본","- 크래프톤 장표
- 강의 요약본
","- 강의 요약본
- 게임 개발 시장 조사","- AI를 활용한 '웹툰 및 웹소설 표지' 제작 솔루션 개발 검토 스프레드시트 웹소설 시트 보완
- 광고 CD 배경지식 정리본
- 광고 CD 인터뷰 대상 리스트
- 광고 CD 인터뷰 대본"
"April 3, 2023 10:17 AM",20230403,"- AI를 활용한 '웹툰 및 웹소설 표지' 제작 솔루션 개발 검토 스프레드시트 보완 
- 광고 CD 배경지식 정리","- AI를 활용한 '웹툰 및 웹소설 표지' 제작 솔루션 개발 검토 스프레드시트 보완 
- 광고 CD 배경지식 정리","- 일러스트레이터 예시 이미지 정리
- AI를 활용한 '웹툰 및 웹소설 표지' 제작 솔루션 개발 검토 스프레드시트 게임 일러스트 시트 보완 
- AI를 활용한 '웹툰 및 웹소설 표지' 제작 솔루션 개발 검토 스프레드시트 웹툰 시트 보완 
- 크래프톤 대상 장표 제작","- 광고 CD 인터뷰 대상 리스트
- 광고 CD 인터뷰 대본
- AI를 활용한 '웹툰 및 웹소설 표지' 제작 솔루션 개발 검토 스프레드시트 웹소설 시트 보완 
"
"March 31, 2023 10:08 AM",20230331,"- Almighty 3D 모델러 인터뷰
- AI를 활용한 '웹툰 및 웹소설 표지' 제작 솔루션 개발 검토 슬라이드 보완","- Almighty 3D 모델러 인터뷰 정리
- AI를 활용한 '웹툰 및 웹소설 표지' 제작 솔루션 개발 검토 슬라이드 보완 ",- Almighty 3D 모델러 인터뷰 정리,"- AI를 활용한 '웹툰 및 웹소설 표지' 제작 솔루션 개발 검토 슬라이드 보완 
- 게임쪽 제안자료 완성
- 광고 콘티 인터뷰 대상 리스트
- 광고 콘티 인터뷰 대본"
"March 30, 2023 10:43 AM",20230330,"- AI를 활용한 '웹툰 및 웹소설 표지' 제작 솔루션 개발 검토
- 게임 일러스트 인터뷰
- 게임 일러스트 인터뷰 정리
- 오픈이노베이션 제안 구상",- 게임 일러스트 인터뷰 정리본,- 게임 일러스트 인터뷰 정리본,"- AI를 활용한 '웹툰 및 웹소설 표지' 제작 솔루션 개발 검토 슬라이드 보완
- 오픈이노베이션 제안 구상 
- 게임쪽 제안자료 완성
- 광고 콘티 인터뷰 대상 리스트
- 광고 콘티 인터뷰 대본"
"March 29, 2023 10:25 AM",20230329,"- 게임 일러스트/에셋 디자인 배경 지식 정리
- 인터뷰 에셋 디자인 컨택
- 인터뷰 대본 일러스트/에셋 디자인","- 인바운드 대응
- 게임 일러스트/에셋 디자인 배경 지식 정리
- 에셋 디자인 인터뷰 리스트
- 인터뷰 대본 일러스트/에셋 디자인","- 인바운드 대응
- 게임 일러스트/에셋 디자인 배경 지식 정리
- 인터뷰 대본 일러스트/에셋 디자인","- 게임쪽 제안자료 완성
- 광고 콘티 인터뷰 대상 리스트
- 광고 콘티 인터뷰 대본
- 오픈이노베이션 제안 구상"
"March 28, 2023 10:04 AM",20230328,"- 게임 일러스트/에셋 디자인 배경 지식 정리
- 웹툰 작가를 위한 생성 AI 제안서 (https://www.notion.so/AI-a5479a51b7d7419ab22a4366f001f811?pvs=21) → 웹툰 대상 PPT 추가
- 웹툰 작가를 위한 생성 AI 제안서 (https://www.notion.so/AI-a5479a51b7d7419ab22a4366f001f811?pvs=21) → 웹소설 대상 PPT 추가적인 아이디어를 넣어서 
- 인터뷰 리스트 일러스트/에셋 디자인
- 인터뷰 대본 일러스트/에셋 디자인 ","- 인바운드 대응
- 웹툰 대상 PPT 추가
- 웹소설 대상 PPT 추가적인 아이디어를 넣어서 
- 게임 일러스트/에셋 디자인 배경 지식 정리
- 인터뷰 리스트 일러스트/에셋 디자인
- 인터뷰 대본 일러스트/에셋 디자인 ","- 인바운드 대응
- 웹툰 대상 PPT 추가
- 웹소설 대상 PPT 추가적인 아이디어를 넣어서 
- 인터뷰 대상 컨택","- 게임 일러스트/에셋 디자인 배경 지식 정리
- 인터뷰 리스트 일러스트/에셋 디자인
- 인터뷰 대본 일러스트/에셋 디자인 
- 게임쪽 제안자료 완성
- 광고 콘티 인터뷰 대상 리스트
- 광고 콘티 인터뷰 대본"
"March 27, 2023 10:30 AM",20230327,"- 주간 실습 보고서
- 최신 gen AI cases
- business ideas issues 해결
- 광고 콘티 인터뷰 대상 컨택
- 광고 콘티 인터뷰 대본 준비
- 인터뷰 기획 게임 일러스트레이터","- 주간 실습 보고서 
- 최신 gen AI businesses 정리
- business ideas issues 해결
- 게임 일러스트/에셋 디자인 배경 지식 정리
- 웹툰 작가를 위한 생성 AI 제안서 (https://www.notion.so/AI-a5479a51b7d7419ab22a4366f001f811?pvs=21) → 웹툰 대상 PPT 추가
- 웹툰 작가를 위한 생성 AI 제안서 (https://www.notion.so/AI-a5479a51b7d7419ab22a4366f001f811?pvs=21) → 웹소설 대상 PPT 추가적인 아이디어를 넣어서 ","- 주간 실습 보고서 
- 최신 gen AI businesses 정리
- business ideas issues 해결
- 게임 일러스트/에셋 디자인 배경 지식 정리
","- 인터뷰 리스트 일러스트/에셋 디자인
- 인터뷰 대본 일러스트/에셋 디자인 
- 게임쪽 제안자료 완성
- 광고 콘티 인터뷰 대상 리스트
- 광고 콘티 인터뷰 대본"
"March 24, 2023 10:13 AM",20230324,"- 오늘 재택 실습일지 싸인 후 센터 발송
- 최신 gen AI cases
- 최신 gen AI newletters
- business ideas issues 해결
- 컨택 및 인터뷰 준비","- 오늘 재택 실습일지 싸인 후 센터 발송
- 최신 gen AI businesses 정리
- 광고 콘티 제작자 인터뷰 기획서
- 인터뷰 배경 지식 정리
- business ideas issues 해결","- 오늘 재택 실습일지 싸인 후 센터 발송
- Gen AI 최신 products 반영 해외 생성 AI 적용사례 (https://www.notion.so/AI-fc66f14a19f3421a8564c616513692ac?pvs=21)
- Gen AI 최신 products 반영 google spreadsheet “NFX 생성분야 AI 기업 정리”","- business ideas issues 해결
- 인터뷰 대상 컨택
- 인터뷰 대본 준비
- 인터뷰 기획서 게임 일러스트레이터
- 게임 디자인 에셋 제작자"
"March 23, 2023 10:42 AM",20230323,"- 어제 재택 실습일지
- Gen AI 최신 news
- business ideas issues 해결
- inbound channel ideas: 이익단체 협회
- 오늘 재택 실습일지","- 어제 재택 실습일지 작성 완료
- Gen AI 최신 news 스크랩
- business ideas 페이지 수정
- inbound channel idea 추가
- 오늘 재택 실습일지 작성","- 어제 재택 실습일지 작성 완료
- Gen AI 최신 news 스크랩
- Gen AI 최신 products 반영 해외 생성 AI 적용사례 (https://www.notion.so/AI-fc66f14a19f3421a8564c616513692ac?pvs=21)
- Gen AI 최신 products 반영 google spreadsheet “NFX 생성분야 AI 기업 정리”
- inbound channel idea 추가
- 오늘 재택 실습일지 작성","- business ideas issues 해결
- 오늘 재택 실습일지 싸인 후 센터 발송"
"March 22, 2023 10:32 AM",20230322,"- 지금까지 도출된 business ideas
- 금융 대상 비즈니스 아이디어","- gen AI business ideas 정리
- 금융 대상 비즈니스 아이디어","- 지금까지 도출된 business ideas 정리
- 금융 대상 비즈니스 아이디어 정리",
"March 21, 2023 10:10 AM",20230321,"- 인바운드 대응
- 인바운드 채널 탐색
- gen AI business cases 살펴보기","- 인바운드 대응
- 인바운드 채널 리스트
- gen AI business ideas 정리","- 인바운드 대응
- 인바운드 채널 리스트",- gen AI business ideas 정리
"March 20, 2023 10:54 AM",20230320,"- 현장 실습 주간보고서
- 기존 제안서 검토
- 함샤우트 제안서
- pricing references 정리","- 현장 실습 주간보고서
- pricing references 정리
- 함샤우트 제안서","- 현장 실습 주간보고서
- 기존 제안서 검토 완료
- 함샤우트 제안서
- pricing references 정리","- 인바운드 대응
- 제안서 기능 소개 페이지 작성
- gen AI business cases 살펴보기"
"March 17, 2023 10:32 AM",20230317,"- 현장실습 주간보고서
- hooking 아이디어 탐색
- 디자이너 전반 제안서
- weekly KPT","- 현장 실습 주간 보고서
- 콜드메일 수정
- 디자이너 전반 제안서
- weekly KPT 작성 완료","- 현장 실습 주간 보고서
- 콜드메일 수정
- weekly KPT 작성 완료
- 디자인 업계 전반 제안서 작성 완료","- B2B apps 유용한 사례들 정리
- Generative AI products 유용한 사례들 정리
- 인터뷰 추가 진행 여부 결정"
"March 16, 2023 10:23 AM",20230316,"- 서면인터뷰 질문지 작성 및 전달
- 추가 대면/비대면 인터뷰 모집 글 작성
- 웹소설 일러스트레이터 인터뷰 정리
- hooking 메일","- 서면인터뷰 질문지 작성 및 전달 완료
- 추가 대면/비대면 인터뷰 모집 글
- 웹소설 일러스트레이터 인터뷰 정리본
- hooking 메일 문구","- 서면인터뷰 질문지 작성 및 전달 완료
- 웹소설 일러스트레이터 인터뷰 정리본
- 추가 대면/비대면 인터뷰 모집 글
- hooking 메일 문구",- 현장실습 주간보고서
"March 15, 2023 10:23 AM",20230315,"- 모델 기능표로 생성된 이미지 예시 (오전 내로)
- 5:00 웹소설 일러스트레이터 인터뷰","- 모델 기능표로 생성된 이미지 예시 장표
- 웹소설 일러스트레이터 인터뷰 완료","- 모델 기능표로 생성된 이미지 예시 장표
- 웹소설 일러스트레이터 인터뷰 완료","- 디자이너 직군 가설 및 hooking 
- 웹소설 일러스트레이터 인터뷰 정리"
"March 14, 2023 10:17 AM",20230314,"- 디자이너의 삶과 일상을 이해해보자
- 디자이너들에게 접목 가능한 부분들 구상
- 인터뷰 준비
- 모델 기능표로 생성된 이미지 예시 Before&After||논문 이미지들 (아니면 커뮤니티)","- 채은님 인터뷰 정리
- 인터뷰 질문과 방법론 정리
- 디자이너 직군 별 업무 프로세스
- 디자이너 직군 가설
- 인터뷰 대상 컨택","- 채은님 인터뷰 정리
- 인터뷰 질문과 방법론 정리
- 디자이너 직군 별 업무 프로세스
- 인터뷰 대상 컨택","- 디자이너 직군 가설
- 모델 기능표로 생성된 이미지 예시 (오전 내로)"
"March 13, 2023 10:30 AM",20230313,"- 슬랙 메뉴얼 익히기
- 에듀테크 기업 조사
- 디자이너 커뮤니티 알아보기
- 디자이너 커리어 패스 알아보기
- 오픈이노베이션 기회들 찾아보기","- 슬랙 이용법 정리
- 에듀 테크 기업 리스트
- 오픈이노베이션 리스트업 노션 페이지
- 디자이너 커뮤니티 리스트
- 디자이너 커리어 패스","- 슬랙 이용법 정리
- 에듀테크 중단
- 오픈이노베이션 리스트업
- 디자이너 커뮤니티 리스트
- 디자이너 커리어 페이지","- 디자이너의 삶과 일상을 이해해보자
- 디자이너들에게 접목 가능한 부분들"
"March 10, 2023 10:02 AM",20230310,"- 매타크래프트 노션 링크 보고 교육 출판 업계 대상으로 내용 교체해보기 (14~15:00까지)
- 콜드메일 전달 받은 거 보고 2차에 보낼 때 어떻게 제안 메일을 보내면 더 응답이 높아질까
-KPT 회고","- 교육 출판 업계 대상 가치 제안 노션 페이지 ((14~15:00까지)
- 콜드메일 전달 받은 거 보고 2차에 보낼 때 어떻게 제안 메일을 보내면 더 응답이 높아질까
-KPT 회고","- 교육 출판 업계 대상 가치 제안이 아닌 후킹을 고민해보자
-KPT 회고",
"March 9, 2023 10:31 AM",20230309,"- 콜드메일 DB 정리 광고 업계
- LRSD 써보고 원리를 익히기","- 콜드메일 DB 정리 광고 업계
- LRSD 이미지 생성 연습 및 모델 원리 및 사용법 정리","- 콜드메일 DB 광고 업계 완료
- LRSD 이미지 생성 연습","- 매타크래프트 노션 링크 보고 교육 출판 업계 대상으로 내용 교체해보기 (14~15:00까지)
- 콜드메일 전달 받은 거 보고 2차에 보낼 때 어떻게 제안 메일을 보내면 더 응답이 높아질까"
"March 8, 2023 10:13 AM",20230308,"- PPT 멘트 다듬기
- 콜드메일 DB 정리 60군데","- PPT 발표
- 콜드메일 DB 정리 60군데","- PPT 발표
- 콜드메일 DB 정리 60군데",- LRSD 써보고 익히기
"March 7, 2023 10:09 AM",20230307,"- PPT 수정
- 콜드메일 DB 정리 60군데","- PPT 수정본
- 콜드메일 DB 정리 60군데 완료","- 콜드메일 DB 정리 60군데 완료
- PPT 수정본",- 멘트 다듬기
"March 6, 2023 10:06 AM",20230306,"- 전략적 제언 구상
 - PPT 초안
- 인테리어 업종 컨택포인트 리스트업","- PPT 초안
- 인테리어 업종 컨택포인트 리스트",- 인테리어 업종 컨택포인트 리스트,"- PPT 수정
- 콜드메일 DB 정리"
"March 3, 2023 11:36 AM",20230303,"- 리포트 읽기 및 요약 완료
- 콜드메일 DB 정리 50군데 완료
- 연세대학교 현장실습 교육 완료","- 리포트 요약
- 50군데 콜드메일 DB","- 50군데 콜드메일 DB
- 연세대학교 현장실습 교육 완료
- 리포트 읽기 및 요약 완료","전략적 제언 구상
PPT 초안"
"June 21, 2023 11:34 AM",,,,,
"June 20, 2023 12:12 PM",,,,,
"June 20, 2023 12:12 PM",,,,,
"June 14, 2023 10:40 AM",,,,,
"June 14, 2023 10:39 AM",,,,,
"June 12, 2023 10:47 AM",,,,,
"June 12, 2023 10:46 AM",,,,,
"June 12, 2023 10:46 AM",,,,,
"June 12, 2023 10:46 AM",,,,,
"June 2, 2023 2:58 PM",,,,,
"May 30, 2023 7:48 PM",,,,,
"May 30, 2023 4:52 PM",,,,,
"May 24, 2023 1:49 PM",,,,,
"May 24, 2023 1:49 PM",,,,,
"May 24, 2023 1:49 PM",,,,,
"May 24, 2023 1:49 PM",,,,,
"May 24, 2023 1:49 PM",,,,,
"May 23, 2023 4:42 PM",,,,,
"May 18, 2023 1:19 PM",,,,,
"May 18, 2023 11:50 AM",,,,,
